ranking_fighter_name,normalized_name,greco_fighter_name,greco_fighter_url,match_method,review_status
Valter Walker,valterwalker,Valter Walker,http://ufcstats.com/fighter-details/f5779a2303ed76ec,exact_normalized_display_name_unique,candidate
Vicente Luque,vicenteluque,Vicente Luque,http://ufcstats.com/fighter-details/6d4b63c767106d3a,exact_normalized_display_name_unique,candidate
Vinicius Oliveira,viniciusoliveira,Vinicius Oliveira,http://ufcstats.com/fighter-details/18d01f7f8338ae72,exact_normalized_display_name_unique,candidate
Virna Jandiroba,virnajandiroba,Virna Jandiroba,http://ufcstats.com/fighter-details/7dda2cf308f24a02,exact_normalized_display_name_unique,candidate
Vitor Belfort,vitorbelfort,Vitor Belfort,http://ufcstats.com/fighter-details/0ee783aa00e468f0,exact_normalized_display_name_unique,candidate
Vitor Petrino,vitorpetrino,Vitor Petrino,http://ufcstats.com/fighter-details/71171fc96445bf65,exact_normalized_display_name_unique,candidate
Viviane Araujo,vivianearaujo,Viviane Araujo,http://ufcstats.com/fighter-details/36541f1e6c5d4955,exact_normalized_display_name_unique,candidate
Volkan Oezdemir,volkanoezdemir,Volkan Oezdemir,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,exact_normalized_display_name_unique,candidate
Waldo Cortes-Acosta,waldocortesacosta,Waldo Cortes Acosta,http://ufcstats.com/fighter-details/fc08099550072fe4,exact_normalized_display_name_unique,candidate
Walt Harris,waltharris,Walt Harris,http://ufcstats.com/fighter-details/03f982ca3735070c,exact_normalized_display_name_unique,candidate
Wang Cong,wangcong,Wang Cong,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a,exact_normalized_display_name_unique,candidate
Will Brooks,willbrooks,Will Brooks,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1,exact_normalized_display_name_unique,candidate
Wilson Reis,wilsonreis,Wilson Reis,http://ufcstats.com/fighter-details/5aedf14771ca82d2,exact_normalized_display_name_unique,candidate
Yair Rodriguez,yairrodriguez,Yair Rodriguez,http://ufcstats.com/fighter-details/cbf5e6f231b55443,exact_normalized_display_name_unique,candidate
Yan Xiaonan,yanxiaonan,Yan Xiaonan,http://ufcstats.com/fighter-details/c41d426cc7326d1b,exact_normalized_display_name_unique,candidate
Yana Santos,yanasantos,Yana Santos,http://ufcstats.com/fighter-details/3143bf892608139a,exact_normalized_display_name_unique,candidate
Yancy Medeiros,yancymedeiros,Yancy Medeiros,http://ufcstats.com/fighter-details/813550bc53b15fb0,exact_normalized_display_name_unique,candidate
Yaroslav Amosov,yaroslavamosov,Yaroslav Amosov,http://ufcstats.com/fighter-details/f139d6836efd43dd,exact_normalized_display_name_unique,candidate
Yoel Romero,yoelromero,Yoel Romero,http://ufcstats.com/fighter-details/f77c68bb4be8516d,exact_normalized_display_name_unique,candidate
Youssef Zalal,youssefzalal,Youssef Zalal,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,exact_normalized_display_name_unique,candidate
Yushin Okami,yushinokami,Yushin Okami,http://ufcstats.com/fighter-details/acff437707625fc7,exact_normalized_display_name_unique,candidate
Yves Jabouin,yvesjabouin,Yves Jabouin,http://ufcstats.com/fighter-details/b4eeac608fc82f88,exact_normalized_display_name_unique,candidate
Zabit Magomedsharipov,zabitmagomedsharipov,Zabit Magomedsharipov,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1,exact_normalized_display_name_unique,candidate
Zach Makovsky,zachmakovsky,Zach Makovsky,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30,exact_normalized_display_name_unique,candidate
Zhang Mingyang,zhangmingyang,Zhang Mingyang,http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7,exact_normalized_display_name_unique,candidate
Zhang Weili,zhangweili,Zhang Weili,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,exact_normalized_display_name_unique,candidate
