article_candidate_index,article_url,article_title,article_published_time,article_candidate_rows,rows_with_unique_name_transport,rows_with_canonical_pair,rows_with_unique_event_candidate,distinct_candidate_events,intersection_event_count,intersection_event_id,unique_vote_event_count,unique_vote_top_event_id,unique_vote_top_support,unique_vote_second_support,unique_vote_unanimous,candidate_event_id,candidate_event_name,candidate_event_date,consensus_status,review_status
170,https://www.ufc.com/news/official-ufc-99-weigh-results,Official UFC 99 Weigh-In Results,2018-09-14T08:36:04-0400,12,10,10,9,2,1,797f48d3-f243-5448-909b-2ace5915649d,1,797f48d3-f243-5448-909b-2ace5915649d,9,0,true,797f48d3-f243-5448-909b-2ace5915649d,UFC 99: The Comeback,2009-06-13,singleton_event_intersection_unpromoted,candidate
171,https://www.ufc.com/news/official-ufc-fftt3-weigh-results,Official UFC FFTT3 Weigh-In Results,2018-09-14T08:36:04-0400,13,12,12,10,3,1,14e83ac9-6264-55ed-9719-f226393fdab1,1,14e83ac9-6264-55ed-9719-f226393fdab1,10,0,true,14e83ac9-6264-55ed-9719-f226393fdab1,UFC Fight Night: Fight for the Troops 3,2013-11-06,singleton_event_intersection_unpromoted,candidate
172,https://www.ufc.com/news/official-ufc-fight-night-25-weigh-results,Official UFC Fight Night 25 Weigh In Results,2018-09-14T08:36:04-0400,12,10,10,10,1,1,f552df32-ddbb-5c2c-9857-350aadecf97a,1,f552df32-ddbb-5c2c-9857-350aadecf97a,10,0,true,f552df32-ddbb-5c2c-9857-350aadecf97a,UFC Fight Night: Shields vs Ellenberger,2011-09-17,singleton_event_intersection_unpromoted,candidate
173,https://www.ufc.com/news/official-ufc-fight-night-brazil-weigh-results,Official UFC Fight Night Brazil Weigh-In Results,2018-09-14T08:36:04-0400,11,8,8,7,2,1,404b0a52-ce93-5c92-a749-b7e5ca41b4bc,1,404b0a52-ce93-5c92-a749-b7e5ca41b4bc,7,0,true,404b0a52-ce93-5c92-a749-b7e5ca41b4bc,UFC Fight Night: Teixeira vs Bader,2013-09-04,singleton_event_intersection_unpromoted,candidate
174,https://www.ufc.com/news/official-ufc-fight-night-live-weigh-results,Official UFC Fight Night Live Weigh-in Results,2018-09-14T08:36:04-0400,8,7,7,7,1,1,f0307e8b-c6c1-5020-b3cd-5637784a1aa2,1,f0307e8b-c6c1-5020-b3cd-5637784a1aa2,7,0,true,f0307e8b-c6c1-5020-b3cd-5637784a1aa2,UFC Fight Night: Lauzon vs Stephens,2009-02-07,singleton_event_intersection_unpromoted,candidate
175,https://www.ufc.com/news/official-ufc-fight-night-weigh-results,Official UFC Fight Night Weigh-In Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,25a5eb16-39cc-58f2-af50-4a80a669d77e,1,25a5eb16-39cc-58f2-af50-4a80a669d77e,10,0,true,25a5eb16-39cc-58f2-af50-4a80a669d77e,UFC Fight Night: Florian vs Gomi,2010-03-31,singleton_event_intersection_unpromoted,candidate
176,https://www.ufc.com/news/official-ufc-fight-night-weigh-results-0,Official UFC Fight Night Weigh-In Results,2018-09-14T08:36:04-0400,11,11,11,10,2,1,f9445f1f-a476-57a5-abae-f27cdc7a806f,1,f9445f1f-a476-57a5-abae-f27cdc7a806f,10,0,true,f9445f1f-a476-57a5-abae-f27cdc7a806f,UFC Fight Night: Maynard vs Diaz,2010-01-11,singleton_event_intersection_unpromoted,candidate
177,https://www.ufc.com/news/official-ufc-fight-night-weigh-results-1,Official UFC Fight Night Weigh-in Results,2018-09-14T08:36:04-0400,11,11,11,10,2,1,fc784e54-ce8e-5c8c-9dbf-7be9480dfdb3,1,fc784e54-ce8e-5c8c-9dbf-7be9480dfdb3,10,0,true,fc784e54-ce8e-5c8c-9dbf-7be9480dfdb3,UFC Fight Night: Condit vs Kampmann,2009-04-01,singleton_event_intersection_unpromoted,candidate
179,https://www.ufc.com/news/official-ufc-fight-night-weigh-results-3,Official UFC Fight Night Weigh In Results,2018-09-14T08:36:04-0400,13,11,11,10,2,1,31420724-f6ea-5d6a-a126-9e5b6debdbf9,1,31420724-f6ea-5d6a-a126-9e5b6debdbf9,10,0,true,31420724-f6ea-5d6a-a126-9e5b6debdbf9,UFC Fight Night: Shogun vs Sonnen,2013-08-17,singleton_event_intersection_unpromoted,candidate
180,https://www.ufc.com/news/official-ufc-fight-night-weigh-results-4,Official UFC Fight Night Weigh In Results,2018-09-14T08:36:04-0400,12,10,10,7,4,1,80293b0b-47ff-5e2f-9a09-9c848c713ddd,1,80293b0b-47ff-5e2f-9a09-9c848c713ddd,7,0,true,80293b0b-47ff-5e2f-9a09-9c848c713ddd,UFC Fight Night: Condit vs Kampmann 2,2013-08-28,singleton_event_intersection_unpromoted,candidate
181,https://www.ufc.com/news/official-ufc-fox-3-weigh-results,Official UFC on FOX 3 Weigh In Results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,5f6b220b-3e92-56cf-9364-15c8c4b4034a,1,5f6b220b-3e92-56cf-9364-15c8c4b4034a,11,0,true,5f6b220b-3e92-56cf-9364-15c8c4b4034a,UFC on FOX: Diaz vs Miller,2012-05-05,singleton_event_intersection_unpromoted,candidate
182,https://www.ufc.com/news/official-ufc-fox-4-weigh-results,Official UFC on FOX 4 Weigh In Results,2018-09-14T08:36:04-0400,10,8,8,7,2,1,b7c6cd9b-ec1e-5914-b6d8-7268dce362b2,1,b7c6cd9b-ec1e-5914-b6d8-7268dce362b2,7,0,true,b7c6cd9b-ec1e-5914-b6d8-7268dce362b2,UFC on FOX: Shogun vs Vera,2012-08-04,singleton_event_intersection_unpromoted,candidate
183,https://www.ufc.com/news/official-ufc-fox-5-weigh-results,Official UFC on FOX 5 Weigh In Results,2018-09-14T08:36:04-0400,8,7,7,7,1,1,da84390b-86be-55fb-9281-66d8d0f6c314,1,da84390b-86be-55fb-9281-66d8d0f6c314,7,0,true,da84390b-86be-55fb-9281-66d8d0f6c314,UFC on FOX: Henderson vs Diaz,2012-12-08,singleton_event_intersection_unpromoted,candidate
184,https://www.ufc.com/news/official-ufc-fox-6-weigh-results,Official UFC on FOX 6 Weigh In Results,2018-09-14T08:36:04-0400,11,11,11,9,3,1,a713abb8-d400-5808-91c8-abfc50ec30a9,1,a713abb8-d400-5808-91c8-abfc50ec30a9,9,0,true,a713abb8-d400-5808-91c8-abfc50ec30a9,UFC on FOX: Johnson vs Dodson,2013-01-26,singleton_event_intersection_unpromoted,candidate
185,https://www.ufc.com/news/official-ufc-fox-7-weigh-results,Official UFC on FOX 7 Weigh In Results,2018-09-14T08:36:04-0400,12,12,12,12,1,1,62539df1-d2e6-5ea6-8608-04e4f2a59aed,1,62539df1-d2e6-5ea6-8608-04e4f2a59aed,12,0,true,62539df1-d2e6-5ea6-8608-04e4f2a59aed,UFC on FOX: Henderson vs Melendez,2013-04-20,singleton_event_intersection_unpromoted,candidate
186,https://www.ufc.com/news/official-ufc-fox-8-weigh-results,Official UFC on FOX 8 Weigh In Results,2018-09-14T08:36:04-0400,9,9,9,9,1,1,365efb5b-02ae-5489-b27b-b7941b77d302,1,365efb5b-02ae-5489-b27b-b7941b77d302,9,0,true,365efb5b-02ae-5489-b27b-b7941b77d302,UFC on FOX: Johnson vs Moraga,2013-07-27,singleton_event_intersection_unpromoted,candidate
187,https://www.ufc.com/news/official-ufc-fox-9-weigh-results,Official UFC on FOX 9 Weigh In Results,2018-09-14T08:36:04-0400,11,9,9,7,3,1,8008eaae-2dca-50cc-acff-d0bc96e49c2a,1,8008eaae-2dca-50cc-acff-d0bc96e49c2a,7,0,true,8008eaae-2dca-50cc-acff-d0bc96e49c2a,UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,singleton_event_intersection_unpromoted,candidate
188,https://www.ufc.com/news/official-ufc-fox-weigh-results,Official UFC on FOX Weigh In Results,2018-09-14T08:36:04-0400,10,7,7,6,3,1,7a8fa916-3bf6-52ef-b984-d62a72fef833,1,7a8fa916-3bf6-52ef-b984-d62a72fef833,6,0,true,7a8fa916-3bf6-52ef-b984-d62a72fef833,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,singleton_event_intersection_unpromoted,candidate
189,https://www.ufc.com/news/official-ufc-fuel-tv-10-weigh-results,Official UFC on FUEL TV 10 Weigh In Results,2018-09-14T08:36:04-0400,12,9,9,9,1,1,3db2ca35-c141-5861-beaa-98ad2ebba216,1,3db2ca35-c141-5861-beaa-98ad2ebba216,9,0,true,3db2ca35-c141-5861-beaa-98ad2ebba216,UFC on FUEL TV: Nogueira vs. Werdum,2013-06-08,singleton_event_intersection_unpromoted,candidate
190,https://www.ufc.com/news/official-ufc-fuel-tv-2-weigh-results,Official UFC on FUEL TV 2 Weigh-In-Results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,91342ee0-daf4-5732-9256-38b5a47f393f,1,91342ee0-daf4-5732-9256-38b5a47f393f,11,0,true,91342ee0-daf4-5732-9256-38b5a47f393f,UFC on FUEL TV: Gustafsson vs Silva,2012-04-14,singleton_event_intersection_unpromoted,candidate
191,https://www.ufc.com/news/official-ufc-fuel-tv-3-weigh-results,Official UFC on FUEL TV 3 Weigh In Results,2018-09-14T08:36:04-0400,12,12,12,12,1,1,8063dbeb-8e50-59fc-9119-c68bef77c684,1,8063dbeb-8e50-59fc-9119-c68bef77c684,12,0,true,8063dbeb-8e50-59fc-9119-c68bef77c684,UFC on FUEL TV: Korean Zombie vs Poirier,2012-05-15,singleton_event_intersection_unpromoted,candidate
192,https://www.ufc.com/news/official-ufc-fuel-tv-4-weigh-results,Official UFC on FUEL TV 4 Weigh In Results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,cc8da781-140f-5617-a47a-cc08296ad000,1,cc8da781-140f-5617-a47a-cc08296ad000,11,0,true,cc8da781-140f-5617-a47a-cc08296ad000,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,singleton_event_intersection_unpromoted,candidate
193,https://www.ufc.com/news/official-ufc-fuel-tv-5-weigh-results,Official UFC on FUEL TV 5 Weigh In Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,42568550-a27c-57c2-8243-9a0d6b2da27b,1,42568550-a27c-57c2-8243-9a0d6b2da27b,10,0,true,42568550-a27c-57c2-8243-9a0d6b2da27b,UFC on FUEL TV: Struve vs Miocic,2012-09-29,singleton_event_intersection_unpromoted,candidate
194,https://www.ufc.com/news/official-ufc-fuel-tv-6-weigh-results,Official UFC on FUEL TV 6 Weigh In Results,2018-09-14T08:36:04-0400,9,8,8,8,1,1,a9ee7908-7dc7-5a80-95db-4e863d8fd530,1,a9ee7908-7dc7-5a80-95db-4e863d8fd530,8,0,true,a9ee7908-7dc7-5a80-95db-4e863d8fd530,UFC Macao: Franklin vs Le,2012-11-10,singleton_event_intersection_unpromoted,candidate
195,https://www.ufc.com/news/official-ufc-fuel-tv-7-weigh-results,Official UFC on FUEL TV 7 Weigh In Results,2018-09-14T08:36:04-0400,12,10,10,10,1,1,491a8048-7589-5da7-b81f-4c42c5a44c10,1,491a8048-7589-5da7-b81f-4c42c5a44c10,10,0,true,491a8048-7589-5da7-b81f-4c42c5a44c10,UFC on FUEL TV: Barao vs McDonald,2013-02-16,singleton_event_intersection_unpromoted,candidate
196,https://www.ufc.com/news/official-ufc-fuel-tv-8-weigh-results,Official UFC on FUEL TV 8 Weigh In Results,2018-09-14T08:36:04-0400,10,10,10,10,1,1,7fce3946-f8b7-5683-bfeb-ae1530c71f03,1,7fce3946-f8b7-5683-bfeb-ae1530c71f03,10,0,true,7fce3946-f8b7-5683-bfeb-ae1530c71f03,UFC on FUEL TV: Silva vs. Stann,2013-03-02,singleton_event_intersection_unpromoted,candidate
197,https://www.ufc.com/news/official-ufc-fuel-tv-9-weigh-results,Official UFC on FUEL TV 9 Weigh In Results,2018-09-14T08:36:04-0400,13,10,10,10,1,1,e757bfbe-1cc5-569c-b29b-7f6ad331b442,1,e757bfbe-1cc5-569c-b29b-7f6ad331b442,10,0,true,e757bfbe-1cc5-569c-b29b-7f6ad331b442,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,singleton_event_intersection_unpromoted,candidate
198,https://www.ufc.com/news/official-ufc-fuel-tv-weigh-results,Official UFC on FUEL TV Weigh-In Results,2018-09-14T08:36:04-0400,9,8,8,8,1,1,9ade943c-3e09-5706-ab35-7c78e3f59d93,1,9ade943c-3e09-5706-ab35-7c78e3f59d93,8,0,true,9ade943c-3e09-5706-ab35-7c78e3f59d93,UFC on FUEL TV: Sanchez vs Ellenberger,2012-02-15,singleton_event_intersection_unpromoted,candidate
199,https://www.ufc.com/news/official-ufc-fx-1-weigh-results,Official UFC on FX 1 Weigh In Results,2018-09-14T08:36:04-0400,9,9,9,9,1,1,4583cb2f-7a7b-53b6-a01c-8fe26d8fd0bf,1,4583cb2f-7a7b-53b6-a01c-8fe26d8fd0bf,9,0,true,4583cb2f-7a7b-53b6-a01c-8fe26d8fd0bf,UFC on FX: Guillard vs Miller,2012-01-20,singleton_event_intersection_unpromoted,candidate
200,https://www.ufc.com/news/official-ufc-fx-3-weigh-results,Official UFC on FX 3 Weigh In Results,2018-09-14T08:36:04-0400,12,12,12,11,2,1,b7931da7-0174-5b96-984d-3cabec85d861,1,b7931da7-0174-5b96-984d-3cabec85d861,11,0,true,b7931da7-0174-5b96-984d-3cabec85d861,UFC on FX: Johnson vs McCall,2012-06-08,singleton_event_intersection_unpromoted,candidate
201,https://www.ufc.com/news/official-ufc-fx-4-weigh-results,Official UFC on FX 4 Weigh In Results,2018-09-14T08:36:04-0400,11,11,11,10,3,1,80be6e71-c941-5b01-be91-af2064a2d992,1,80be6e71-c941-5b01-be91-af2064a2d992,10,0,true,80be6e71-c941-5b01-be91-af2064a2d992,UFC on FX: Maynard vs Guida,2012-06-22,singleton_event_intersection_unpromoted,candidate
202,https://www.ufc.com/news/official-ufc-fx-5-weigh-results,Official UFC on FX 5 Weigh In Results,2018-09-14T08:36:04-0400,10,10,10,10,2,0,,2,ee9d653e-3497-5e86-ac0f-cdb8df6cb689,9,1,false,,,,competing_unique_event_votes,candidate
203,https://www.ufc.com/news/official-ufc-fx-6-weigh-results,Official UFC on FX 6 Weigh In Results,2018-09-14T08:36:04-0400,10,8,8,8,1,1,d8e86a44-b567-575a-b182-fa750e8fb96d,1,d8e86a44-b567-575a-b182-fa750e8fb96d,8,0,true,d8e86a44-b567-575a-b182-fa750e8fb96d,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,singleton_event_intersection_unpromoted,candidate
204,https://www.ufc.com/news/official-ufc-fx-7-weigh-results,Official UFC on FX 7 Weigh In Results,2018-09-14T08:36:04-0400,10,9,9,9,1,1,6c5158bc-5e3b-57f9-85f5-49a3c672599f,1,6c5158bc-5e3b-57f9-85f5-49a3c672599f,9,0,true,6c5158bc-5e3b-57f9-85f5-49a3c672599f,UFC on FX: Belfort vs Bisping,2013-01-19,singleton_event_intersection_unpromoted,candidate
205,https://www.ufc.com/news/official-ufc-live-6-weigh-results,Official UFC Live 6 Weigh In Results,2018-09-14T08:36:04-0400,9,9,9,8,2,1,0ca552e5-f934-5b86-8b2f-03cf5db56e40,1,0ca552e5-f934-5b86-8b2f-03cf5db56e40,8,0,true,0ca552e5-f934-5b86-8b2f-03cf5db56e40,UFC Live: Cruz vs Johnson,2011-10-01,singleton_event_intersection_unpromoted,candidate
206,https://www.ufc.com/news/official-ufc-live-versus-weigh-results,Official UFC Live on Versus Weigh In Results,2018-09-14T08:36:04-0400,11,11,11,10,3,1,29b91066-e384-5842-b866-02bf480a9461,1,29b91066-e384-5842-b866-02bf480a9461,10,0,true,29b91066-e384-5842-b866-02bf480a9461,UFC Live: Kongo vs Barry,2011-06-26,singleton_event_intersection_unpromoted,candidate
207,https://www.ufc.com/news/official-ufc-prague-weigh-results,Official UFC Prague Weigh-In Results,2019-02-22T02:44:43-0500,13,10,10,10,1,1,6e2ab1fb-94ea-5805-9a45-86aadcba4474,1,6e2ab1fb-94ea-5805-9a45-86aadcba4474,10,0,true,6e2ab1fb-94ea-5805-9a45-86aadcba4474,UFC Fight Night: Blachowicz vs. Santos,2019-02-23,singleton_event_intersection_unpromoted,candidate
208,https://www.ufc.com/news/official-ufc-rio-weigh-results,Official UFC RIO Weigh In Results,2018-09-14T08:36:04-0400,12,11,11,10,2,1,cb45b9b2-eae6-5baf-b384-7edd33dfec7b,1,cb45b9b2-eae6-5baf-b384-7edd33dfec7b,10,0,true,cb45b9b2-eae6-5baf-b384-7edd33dfec7b,UFC 134: Silva vs Okami,2011-08-27,singleton_event_intersection_unpromoted,candidate
209,https://www.ufc.com/news/official-ufcr-91-weigh-results,Official UFC® 91 Weigh-In Results,2018-09-14T08:36:04-0400,9,9,9,9,1,1,4783391b-5b2a-5dfd-a03a-76f544b94262,1,4783391b-5b2a-5dfd-a03a-76f544b94262,9,0,true,4783391b-5b2a-5dfd-a03a-76f544b94262,UFC 91: Couture vs Lesnar,2008-11-15,singleton_event_intersection_unpromoted,candidate
210,https://www.ufc.com/news/official-wec-52-weigh-results,Official WEC 52 Weigh-In Results,2018-09-14T08:36:04-0400,10,9,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
211,https://www.ufc.com/news/official-wec-53-weigh-results,Official WEC 53 Weigh-In Results,2018-09-14T08:36:04-0400,11,8,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
212,https://www.ufc.com/news/official-wec-weigh-results,Official WEC Weigh-In Results,2018-09-14T08:36:04-0400,11,10,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
213,https://www.ufc.com/news/official-wec-weigh-results-0,Official WEC Weigh-In Results,2018-09-14T08:36:04-0400,10,9,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
214,https://www.ufc.com/news/official-wec-weigh-results-1,Official WEC Weigh-In Results,2018-09-14T08:36:04-0400,11,8,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
215,https://www.ufc.com/news/official-weigh-in-results-berlanga-butler-zuffa-boxing-09,Official Weigh-In Results | Zuffa Boxing 09,2026-07-25T09:00:00-0400,7,0,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
216,https://www.ufc.com/news/official-weigh-in-results-covington-buckley-ufc-fight-night-tampa,Weigh-In Results | UFC Tampa,2024-12-13T09:00:00-0500,13,11,11,11,1,1,4494e592-9a9a-5f73-8757-2e6ca33ab93a,1,4494e592-9a9a-5f73-8757-2e6ca33ab93a,11,0,true,4494e592-9a9a-5f73-8757-2e6ca33ab93a,UFC Fight Night: Covington vs. Buckley,2024-12-14,singleton_event_intersection_unpromoted,candidate
217,https://www.ufc.com/news/official-weigh-in-results-dana-whites-contender-series-season-10,"Official Weigh-In Results | Dana White's Contender Series, Season 10",2026-08-17T13:00:00-0400,10,4,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
218,https://www.ufc.com/news/official-weigh-in-results-fight-night-fiziev-torres-baku,Official Weigh-In Results | UFC Baku,2026-06-26T01:45:58-0400,13,13,13,13,1,1,ea5bf92e-7ed9-581d-a473-b18966709c14,1,ea5bf92e-7ed9-581d-a473-b18966709c14,13,0,true,ea5bf92e-7ed9-581d-a473-b18966709c14,UFC Fight Night: Fiziev vs. Torres,2026-06-27,singleton_event_intersection_unpromoted,candidate
219,https://www.ufc.com/news/official-weigh-in-results-fight-night-sandhagen-nurmagomedov-ufc-abu-dhabi,Weigh-In Results | UFC Abu Dhabi,2024-08-01T12:28:19-0400,13,13,13,13,1,1,91ef8d53-cc09-56ba-aa8a-fa029966c7d5,1,91ef8d53-cc09-56ba-aa8a-fa029966c7d5,13,0,true,91ef8d53-cc09-56ba-aa8a-fa029966c7d5,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,singleton_event_intersection_unpromoted,candidate
220,https://www.ufc.com/news/official-weigh-in-results-hill-rountree-ufc-baku,Weigh-In Results | UFC Baku,2025-06-20T00:01:30-0400,12,11,11,11,1,1,c8562273-e492-582d-bec5-0ba65cd82f92,1,c8562273-e492-582d-bec5-0ba65cd82f92,11,0,true,c8562273-e492-582d-bec5-0ba65cd82f92,UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,singleton_event_intersection_unpromoted,candidate
221,https://www.ufc.com/news/official-weigh-in-results-imavov-borralho-ufc-paris,Official Weigh-In Results | UFC Paris,2025-09-04T03:00:24-0400,14,14,13,13,1,1,61752cc4-fc25-5f13-8401-b73ac648a7b9,1,61752cc4-fc25-5f13-8401-b73ac648a7b9,13,0,true,61752cc4-fc25-5f13-8401-b73ac648a7b9,UFC Fight Night: Imavov vs. Borralho,2025-09-06,singleton_event_intersection_unpromoted,candidate
222,https://www.ufc.com/news/official-weigh-in-results-jones-miocic-ufc-309,Weigh-In Results | UFC 309: Jones vs Miocic,2024-11-15T12:00:00-0500,13,13,13,12,3,0,,2,61b75bab-e854-5dc3-bd6d-5893c9b89508,11,1,false,,,,competing_unique_event_votes,candidate
223,https://www.ufc.com/news/official-weigh-in-results-lewis-teixeira-ufc-nashville,Weigh-In Results | UFC Nashville,2025-07-11T08:30:30-0400,12,11,11,11,1,1,d4523f36-6a93-5f8f-af1f-2a7b68249d91,1,d4523f36-6a93-5f8f-af1f-2a7b68249d91,11,0,true,d4523f36-6a93-5f8f-af1f-2a7b68249d91,UFC Fight Night: Lewis vs. Teixeira,2025-07-12,singleton_event_intersection_unpromoted,candidate
224,https://www.ufc.com/news/official-weigh-in-results-noche-lopes-vs-silva,Official Weigh-In Results | Noche UFC,2025-09-12T10:00:00-0400,14,12,12,12,1,1,b0c6527d-c398-53c4-805b-d3c97d4423da,1,b0c6527d-c398-53c4-805b-d3c97d4423da,12,0,true,b0c6527d-c398-53c4-805b-d3c97d4423da,Noche UFC: Lopes vs. Silva,2025-09-13,singleton_event_intersection_unpromoted,candidate
225,https://www.ufc.com/news/official-weigh-in-results-road-to-ufc-season-4-semifinals-shi-vs-brasil,Weigh-In Results | Road To UFC Season 4 Semifinals,2025-08-20T22:00:00-0400,11,11,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
226,https://www.ufc.com/news/official-weigh-in-results-road-to-ufc-season-5-opening-rounds,"Official Weigh-In Results | Road To UFC Season 5, Opening Rounds",2026-05-27T21:00:00-0400,20,20,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
227,https://www.ufc.com/news/official-weigh-in-results-ufc-259-Adesanya-Blachowicz-Nunes-Anderson-Yan-Sterling,Official Weigh-In Results | UFC 259,2021-03-03T14:09:11-0500,15,15,15,14,2,1,a3bc326f-a1b1-5a10-bf97-49b5f9a0433f,1,a3bc326f-a1b1-5a10-bf97-49b5f9a0433f,14,0,true,a3bc326f-a1b1-5a10-bf97-49b5f9a0433f,UFC 259: Blachowicz vs. Adesanya,2021-03-06,singleton_event_intersection_unpromoted,candidate
228,https://www.ufc.com/news/official-weigh-in-results-ufc-267-blachowicz-vs-teixeira,Weigh-In Results | UFC 267: Blachowicz vs Teixeira,2021-10-27T13:37:23-0400,15,15,14,14,1,1,b59e76e6-67bd-51e0-ab51-090ed0abbaf3,1,b59e76e6-67bd-51e0-ab51-090ed0abbaf3,14,0,true,b59e76e6-67bd-51e0-ab51-090ed0abbaf3,UFC 267: Blachowicz vs. Teixeira,2021-10-30,singleton_event_intersection_unpromoted,candidate
229,https://www.ufc.com/news/official-weigh-in-results-ufc-269-oliveira-vs-poirier,Weigh-In Results | UFC 269: Oliveira vs Poirier,2021-12-10T11:50:00-0500,14,13,13,12,2,1,7533bb31-9f97-51f8-8834-cb730f6af76f,1,7533bb31-9f97-51f8-8834-cb730f6af76f,12,0,true,7533bb31-9f97-51f8-8834-cb730f6af76f,UFC 269: Oliveira vs. Poirier,2021-12-11,singleton_event_intersection_unpromoted,candidate
230,https://www.ufc.com/news/official-weigh-in-results-ufc-270-ngannou-gane-moreno-figueiredo,Official Weigh-In Results | UFC 270: Ngannou vs Gane,2022-01-21T08:00:00-0500,11,11,11,10,4,1,feef94ff-d572-5e90-86e2-b9326eed75d4,1,feef94ff-d572-5e90-86e2-b9326eed75d4,10,0,true,feef94ff-d572-5e90-86e2-b9326eed75d4,UFC 270: Ngannou vs. Gane,2022-01-22,singleton_event_intersection_unpromoted,candidate
231,https://www.ufc.com/news/official-weigh-in-results-ufc-273-volkanovski-vs-korean-zombie,Weigh-In Results | UFC 273: Volkanovski vs The Korean Zombie,2022-04-08T07:00:00-0400,13,10,9,8,2,1,62b04efc-821b-5f35-b751-647064cd806f,1,62b04efc-821b-5f35-b751-647064cd806f,8,0,true,62b04efc-821b-5f35-b751-647064cd806f,UFC 273: Volkanovski vs. The Korean Zombie,2022-04-09,singleton_event_intersection_unpromoted,candidate
232,https://www.ufc.com/news/official-weigh-in-results-ufc-275-teixeira-vs-prochazka-shevchenko-vs-santos,Official Weigh-In Results & Faceoffs | UFC 275: Teixeira vs Procházka,2022-06-10T01:30:59-0400,11,11,11,10,2,1,cac157bd-3b3a-5ddb-9886-9ba1da7b47f6,1,cac157bd-3b3a-5ddb-9886-9ba1da7b47f6,10,0,true,cac157bd-3b3a-5ddb-9886-9ba1da7b47f6,UFC 275: Teixeira vs. Prochazka,2022-06-11,singleton_event_intersection_unpromoted,candidate
233,https://www.ufc.com/news/official-weigh-in-results-ufc-276-adesanya-vs-cannonier-ifw,Weigh-In Results | UFC 276: Adesanya vs Cannonier,2022-07-01T04:03:14-0400,12,11,11,9,4,1,4f3b715a-a650-5aa2-b103-454d03d5b771,1,4f3b715a-a650-5aa2-b103-454d03d5b771,9,0,true,4f3b715a-a650-5aa2-b103-454d03d5b771,UFC 276: Adesanya vs. Cannonier,2022-07-02,singleton_event_intersection_unpromoted,candidate
234,https://www.ufc.com/news/official-weigh-in-results-ufc-277-pena-vs-nunes-2-dallas,Weigh-In Results | UFC 277: Peña vs Nunes 2,2022-07-29T07:59:27-0400,13,13,13,11,3,1,aaa19c66-e484-59d3-b5ec-5431667dc953,1,aaa19c66-e484-59d3-b5ec-5431667dc953,11,0,true,aaa19c66-e484-59d3-b5ec-5431667dc953,UFC 277: Pena vs. Nunes 2,2022-07-30,singleton_event_intersection_unpromoted,candidate
235,https://www.ufc.com/news/official-weigh-in-results-ufc-284-makhachev-vs-volkanovski,Weigh-In Results | UFC 284: Makhachev vs Volkanovski,2023-02-10T15:56:47-0500,13,12,12,10,3,1,978063c0-caeb-525a-8fd5-c050dc6fc83e,1,978063c0-caeb-525a-8fd5-c050dc6fc83e,10,0,true,978063c0-caeb-525a-8fd5-c050dc6fc83e,UFC 284: Makhachev vs. Volkanovski,2023-02-11,singleton_event_intersection_unpromoted,candidate
236,https://www.ufc.com/news/official-weigh-in-results-ufc-285-jones-vs-gane-shechenko-vs-grasso,Weigh-In Results | UFC 285: Jones vs Gane,2023-03-03T13:00:03-0500,14,13,13,12,3,1,87ef4cd1-dc8e-5351-860c-57a0529dd4d7,1,87ef4cd1-dc8e-5351-860c-57a0529dd4d7,12,0,true,87ef4cd1-dc8e-5351-860c-57a0529dd4d7,UFC 285: Jones vs. Gane,2023-03-04,singleton_event_intersection_unpromoted,candidate
237,https://www.ufc.com/news/official-weigh-in-results-ufc-296-edwards-vs-covington,Weigh-In Results | UFC 296: Edwards vs Covington,2023-12-15T13:47:15-0500,12,11,11,10,2,1,39c4dbe8-d98c-5dc2-8411-d133b42e360f,1,39c4dbe8-d98c-5dc2-8411-d133b42e360f,10,0,true,39c4dbe8-d98c-5dc2-8411-d133b42e360f,UFC 296: Edwards vs. Covington,2023-12-16,singleton_event_intersection_unpromoted,candidate
