source_table,source_record_id,event,bout,fighter,reason,details
ufc_fight_details,http://ufcstats.com/fight-details/00566b4d89565373,UFC on FOX: Johnson vs. Benavidez 2,Urijah Faber vs. Michael McDonald,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/031e6624f96aceb8,UFC Fight Night: Chiesa vs. Magny,Mike Davis vs. Mason Jones,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/0494ebcee93e717b,UFC Fight Night: Ankalaev vs. Walker 2,Westin Wilson vs. Jean Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/07a378b257aad5a9,UFC Fight Night: Lopes vs. Silva,Jose Daniel Medina vs. Dusko Todorovic,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/08c6b88ac22717ed,UFC Fight Night: McDonald vs. Lineker,Michael McDonald vs. John Lineker,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/11318a7807cee8ca,UFC Fight Night: Grasso vs. Shevchenko 2,Josefine Knutsson vs. Marnic Mann,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/114d2f6fcd3f6f00,UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum vs. Dustin Stoltzfus,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/16523b1bec3cd7b0,UFC - Road to UFC 4.6,Nyamjargal Tumendemberel vs. Terrance Saeteurn,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/187681b2843174b5,UFC Fight Night: Poirier vs. Johnson,Jose Quinonez vs. Joey Gomez,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/18cdc16fc7ab7ce1,UFC Fight Night: Dillashaw vs Cruz,Rob Font vs. Joey Gomez,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/1a2d13834696c4ab,UFC Fight Night: Lee vs. Oliveira,Bruno Silva vs. David Dvorak,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/1a635a5e4551e7d5,UFC Fight Night: Covington vs. Buckley,Manel Kape vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/202c47db69768356,UFC Fight Night: Lopes vs. Silva,Alexander Hernandez vs. Diego Ferreira,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/20d74ed23d3e9b3a,UFC Fight Night: Muhammad vs. Bonfim,Bruno Silva vs. Edgar Chairez,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/226884e46a10865d,UFC Fight Night: Santos vs. Ankalaev,Alex Pereira vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/2750ac5854e8b28b,UFC - Ultimate Japan,Kazushi Sakuraba vs. Marcus Silveira,,duplicate_exact_event_bout_key,
ufc_fight_details,http://ufcstats.com/fight-details/2b7883b304b3df1c,UFC 303: Pereira vs. Prochazka 2,Charles Jourdain vs. Jean Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/2e1435c160bfe8b2,UFC Fight Night: Grasso vs. Shevchenko 2,Daniel Zellhuber vs. Christos Giagos,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/2e7f8d0ad385876d,UFC Fight Night: Sterling vs. Zalal,Max Griffin vs. Victor Valenzuela,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/330506571d2778b1,UFC Fight Night: Dern vs. Yan,Mike Davis vs. Viacheslav Borshchev,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/33a93002fef6c89d,UFC 145: Jones vs Evans,Miguel Torres vs. Michael McDonald,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/352839a03b428e74,UFC Fight Night: Lopes vs. Silva,Claudio Puelles vs. Joaquim Silva,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/3859314324918eeb,UFC Fight Night: Ankalaev vs. Guskov,Nurullo Aliev vs. Mike Davis,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/38b6ef176439c39b,UFC Fight Night: Vera vs. Cruz,Bruno Silva vs. Gerald Meerschaert,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/3d6571790c21527c,UFC Fight Night: Dolidze vs. Hernandez,Julius Walker vs. Rafael Cerquiera,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=0
ufc_fight_details,http://ufcstats.com/fight-details/3dbf17b9946d26db,UFC on FUEL TV: Barao vs McDonald,Renan Barao vs. Michael McDonald,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/3dc1a6335d890650,UFC Fight Night: Lopes vs. Silva,Jesus Aguilar vs. Luis Gurule,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/3dd2fde7bff79c51,UFC Fight Night: Lopes vs. Silva,Rodrigo Sezinando vs. Daniil Donchenko,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/3f5f6c576046bf77,UFC 216: Ferguson vs. Lee,John Moraga vs. Bibulatov Magomed,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=0
ufc_fight_details,http://ufcstats.com/fight-details/4d56bcd82438e632,UFC Fight Night: Smith vs. Clark,Jonathan Pearce vs. Kai Kamaka,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=0
ufc_fight_details,http://ufcstats.com/fight-details/4f20f3ada1489823,UFC Fight Night: Tuivasa vs. Tybura,Natan Levy vs. Mike Davis,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/52f77a9f9eb66ab7,UFC 139: Shogun vs Henderson,Michael McDonald vs. Alex Soto,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/539732694ab2c8d6,UFC 294: Makhachev vs. Volkanovski 2,Shara Magomedov vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/54de03e04f571735,UFC Fight Night: Namajunas vs. Cortez,Drew Dober vs. Jean Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/556952a9520d0ae0,UFC 130: Rampage vs Hamill,Michael McDonald vs. Chris Cariaso,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/55bf7f19a132e0fc,UFC Fight Night: Brunson vs. Holland,Bruno Silva vs. JP Buys,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/57ff0eb2351979c4,UFC 243: Whittaker vs. Adesanya,Khalid Taha vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/58b2fdad7af9be02,UFC Fight Night: Grasso vs. Shevchenko 2,Alex Reyes vs. Charlie Campbell,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/5d3e046b6bcd49f5,UFC Fight Night: Grasso vs. Shevchenko 2,Edgar Chairez vs. Daniel Lacerda,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/668a44403a130043,UFC Fight Night: De Ridder vs. Allen,Bruno Silva vs. HyunSung Park,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/69397bbebdfa41d9,UFC Fight Night: Hall vs. Strickland,Danny Chavez vs. Kai Kamaka,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=0
ufc_fight_details,http://ufcstats.com/fight-details/697efaf0d162e877,UFC Fight Night: Grasso vs. Shevchenko 2,Kevin Holland vs. Jack Della Maddalena,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/6a0217099efee13f,UFC Fight Night: Joanna vs. Waterson,Mike Davis vs. Thomas Gifford,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/6ecfa439ef900bcc,UFC 315: Muhammad vs. Della Maddalena,Marc-Andre Barriault vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/775788423f5eeb99,UFC Fight Night: Adesanya vs. Imavov,Fares Ziam vs. Mike Davis,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/77992b8727382373,UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/781a2ea50f5ae68f,UFC 308: Topuria vs. Holloway,Ibo Aslan vs. Rafael Cerquiera,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=0
ufc_fight_details,http://ufcstats.com/fight-details/79f03eca3fe5cdb3,UFC Fight Night: Grasso vs. Shevchenko 2,Loopy Godinez vs. Elise Reed,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/7a0813ec0fadc84e,UFC Fight Night: Grasso vs. Shevchenko 2,Roman Kopylov vs. Josh Fremd,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/7cbfeba85f86d1bf,UFC Fight Night: Lopes vs. Silva,Rafa Garcia vs. Jared Gordon,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/7f33fbdc35afd721,UFC Fight Night: Lewis vs. Teixeira,Mitch Ramirez vs. Mike Davis,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/836a188a90e479a5,UFC 324: Gaethje vs. Pimblett,Arnold Allen vs. Jean Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/86deadaab9905a03,UFC 252: Miocic vs. Cormier 3,Kai Kamaka vs. Tony Kelley,,unresolved_or_ambiguous_participant_identity,a_candidates=0;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/8a884a7930d75ca9,UFC Fight Night: Lopes vs. Silva,Santiago Luna vs. Quang Le,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/8c540eb4afe8c43e,UFC 314: Volkanovski vs. Lopes,Bryce Mitchell vs. Jean Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/8e41d022b55277ae,UFC Fight Night: Shogun vs Sonnen,Brad Pickett vs. Michael McDonald,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/8ef7723b6a8b45e1,UFC Fight Night: Cejudo vs. Song,Jean Silva vs. Melsik Baghdasaryan,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/8f8a6c578308d014,UFC Fight Night: Assuncao vs. Moraes 2,Bibulatov Magomed vs. Rogerio Bontorin,,unresolved_or_ambiguous_participant_identity,a_candidates=0;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/9039762cb9f4abdb,UFC 269: Oliveira vs. Poirier,Jordan Wright vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/9124740fe7816d70,UFC Fight Night: Emmett vs. Topuria,Brendan Allen vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/944b929130b23c2a,UFC Fight Night: Lopes vs. Silva,Rob Font vs. David Martinez,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/94541dd979e0b4bd,UFC Fight Night: Lemos vs. Jandiroba,Cody Durden vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/9474f64347aade7a,UFC Fight Night: Lopes vs. Silva,Tatiana Suarez vs. Amanda Lemos,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/a19d619f1b9bee7b,UFC 195: Lawler vs Condit,Michael McDonald vs. Masanori Kanehara,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/a1e193425e716b42,UFC Fight Night: Lopes vs. Silva,Alessandro Costa vs. Alden Coria,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/a5d76e93a5052e3f,UFC Fight Night: Grasso vs. Shevchenko 2,Fernando Padilla vs. Kyle Nelson,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/abf5f4d6f777cf7b,UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/acc961fd5cf5c62e,UFC 318: Holloway vs. Poirier 3,Dan Ige vs. Patricio Freire,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=0
ufc_fight_details,http://ufcstats.com/fight-details/b381dc272b32ce03,UFC Fight Night: Font vs. Garbrandt,Bruno Silva vs. Victor Rodriguez,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/b395c89e19a3fec4,UFC Fight Night: Grasso vs. Shevchenko 2,Alexa Grasso vs. Valentina Shevchenko,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/b6475543ab6d20c9,UFC Fight Night: Cejudo vs. Song,Modestas Bukauskas vs. Rafael Cerquiera,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=0
ufc_fight_details,http://ufcstats.com/fight-details/b6a87389bdc36a00,UFC 316: Dvalishvili vs. O'Malley 2,Bruno Silva vs. Joshua Van,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/bb1ac382e0277b3f,UFC Fight Night: Jung vs. Ige,Wellington Turman vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/bcec26b425194e40,UFC Fight Night: Grasso vs. Shevchenko 2,Tracy Cortez vs. Jasmine Jasudavicius,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/bde635a4f345bc3e,UFC 308: Topuria vs. Holloway,Ismail Naurdiev vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/c0ca4c201d086ea8,UFC Fight Night: Grasso vs. Shevchenko 2,Raul Rosas Jr. vs. Terrence Mitchell,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/c2bcdcc472228768,UFC Fight Night: Jacare vs. Hermansson,Gilbert Burns vs. Mike Davis,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/c3af2b6ab1262fef,UFC Fight Night: Yan vs. Dvalishvili,Tyson Nam vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/c4a6174b0698652e,UFC Fight Night: Lopes vs. Silva,Montse Rendon vs. Alice Pereira,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/c4da9ec26a924a7d,UFC 210: Cormier vs. Johnson 2,Jenel Lausa vs. Bibulatov Magomed,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=0
ufc_fight_details,http://ufcstats.com/fight-details/c67473192bda50d8,UFC Fight Night: Nogueira vs Davis,Michael McDonald vs. Edwin Figueroa,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/d00d5ef4ae0ac01b,UFC Fight Night: Pavlovich vs. Blaydes,Brad Tavares vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/d3be5a4e0ec273e2,UFC 314: Volkanovski vs. Lopes,Yair Rodriguez vs. Patricio Freire,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=0
ufc_fight_details,http://ufcstats.com/fight-details/d72f9b3ac742a9e3,UFC Fight Night: Reyes vs. Prochazka,Kai Kamaka vs. TJ Brown,,unresolved_or_ambiguous_participant_identity,a_candidates=0;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/d822ebc7dbc6c259,UFC Fight Night: Lopes vs. Silva,Zach Reese vs. Sedriques Dumas,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/dbb5d682a2d7f584,UFC Fight Night: Moraes vs. Sandhagen,Bruno Silva vs. Tagir Ulanbekov,,unresolved_or_ambiguous_participant_identity,a_candidates=2;b_candidates=1
ufc_fight_details,http://ufcstats.com/fight-details/de1a3734be60e6a1,UFC Fight Night: Lopes vs. Silva,Diego Lopes vs. Jean Silva,,unresolved_event_identity,
ufc_fight_details,http://ufcstats.com/fight-details/de1a3734be60e6a1,Noche UFC: Lopes vs. Silva,Diego Lopes vs. Jean Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/fc9168fd102e2e66,UFC Fight Night: Emmett vs. Vallejos,Charles Johnson vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_details,http://ufcstats.com/fight-details/fefa96b6d939ffea,UFC Fight Night: Ladd vs. Dumont,Andrew Sanchez vs. Bruno Silva,,unresolved_or_ambiguous_participant_identity,a_candidates=1;b_candidates=2
ufc_fight_results,http://ufcstats.com/fight-details/07a378b257aad5a9,UFC Fight Night: Lopes vs. Silva,Jose Daniel Medina vs. Dusko Todorovic,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/11318a7807cee8ca,UFC Fight Night: Grasso vs. Shevchenko 2,Josefine Knutsson vs. Marnic Mann,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/114d2f6fcd3f6f00,UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum vs. Dustin Stoltzfus,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/202c47db69768356,UFC Fight Night: Lopes vs. Silva,Alexander Hernandez vs. Diego Ferreira,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/2e1435c160bfe8b2,UFC Fight Night: Grasso vs. Shevchenko 2,Daniel Zellhuber vs. Christos Giagos,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/352839a03b428e74,UFC Fight Night: Lopes vs. Silva,Claudio Puelles vs. Joaquim Silva,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/3dc1a6335d890650,UFC Fight Night: Lopes vs. Silva,Jesus Aguilar vs. Luis Gurule,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/3dd2fde7bff79c51,UFC Fight Night: Lopes vs. Silva,Rodrigo Sezinando vs. Daniil Donchenko,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/58b2fdad7af9be02,UFC Fight Night: Grasso vs. Shevchenko 2,Alex Reyes vs. Charlie Campbell,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/5d3e046b6bcd49f5,UFC Fight Night: Grasso vs. Shevchenko 2,Edgar Chairez vs. Daniel Lacerda,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/697efaf0d162e877,UFC Fight Night: Grasso vs. Shevchenko 2,Kevin Holland vs. Jack Della Maddalena,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/79f03eca3fe5cdb3,UFC Fight Night: Grasso vs. Shevchenko 2,Loopy Godinez vs. Elise Reed,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/7a0813ec0fadc84e,UFC Fight Night: Grasso vs. Shevchenko 2,Roman Kopylov vs. Josh Fremd,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/7cbfeba85f86d1bf,UFC Fight Night: Lopes vs. Silva,Rafa Garcia vs. Jared Gordon,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/8a884a7930d75ca9,UFC Fight Night: Lopes vs. Silva,Santiago Luna vs. Quang Le,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/944b929130b23c2a,UFC Fight Night: Lopes vs. Silva,Rob Font vs. David Martinez,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/9474f64347aade7a,UFC Fight Night: Lopes vs. Silva,Tatiana Suarez vs. Amanda Lemos,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/a1e193425e716b42,UFC Fight Night: Lopes vs. Silva,Alessandro Costa vs. Alden Coria,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/a5d76e93a5052e3f,UFC Fight Night: Grasso vs. Shevchenko 2,Fernando Padilla vs. Kyle Nelson,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/b395c89e19a3fec4,UFC Fight Night: Grasso vs. Shevchenko 2,Alexa Grasso vs. Valentina Shevchenko,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/bcec26b425194e40,UFC Fight Night: Grasso vs. Shevchenko 2,Tracy Cortez vs. Jasmine Jasudavicius,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/c0ca4c201d086ea8,UFC Fight Night: Grasso vs. Shevchenko 2,Raul Rosas Jr. vs. Terrence Mitchell,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/c4a6174b0698652e,UFC Fight Night: Lopes vs. Silva,Montse Rendon vs. Alice Pereira,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/d822ebc7dbc6c259,UFC Fight Night: Lopes vs. Silva,Zach Reese vs. Sedriques Dumas,,duplicate_result_url,
ufc_fight_results,http://ufcstats.com/fight-details/de1a3734be60e6a1,UFC Fight Night: Lopes vs. Silva,Diego Lopes vs. Jean Silva,,duplicate_result_url,
ufc_fight_stats,Noche UFC: Lopes vs. Silva|Diego Lopes vs. Jean Silva|Round 1|Diego Lopes|row:118,Noche UFC: Lopes vs. Silva,Diego Lopes vs. Jean Silva,Diego Lopes,fight_not_canonicalized,
ufc_fight_stats,Noche UFC: Lopes vs. Silva|Diego Lopes vs. Jean Silva|Round 1|Jean Silva|row:120,Noche UFC: Lopes vs. Silva,Diego Lopes vs. Jean Silva,Jean Silva,fight_not_canonicalized,
ufc_fight_stats,Noche UFC: Lopes vs. Silva|Diego Lopes vs. Jean Silva|Round 2|Diego Lopes|row:119,Noche UFC: Lopes vs. Silva,Diego Lopes vs. Jean Silva,Diego Lopes,fight_not_canonicalized,
ufc_fight_stats,Noche UFC: Lopes vs. Silva|Diego Lopes vs. Jean Silva|Round 2|Jean Silva|row:121,Noche UFC: Lopes vs. Silva,Diego Lopes vs. Jean Silva,Jean Silva,fight_not_canonicalized,
ufc_fight_stats,UFC - Road to UFC 4.6|Nyamjargal Tumendemberel vs. Terrance Saeteurn|Round 1|Nyamjargal Tumendemberel|row:1652,UFC - Road to UFC 4.6,Nyamjargal Tumendemberel vs. Terrance Saeteurn,Nyamjargal Tumendemberel,fight_not_canonicalized,
ufc_fight_stats,UFC - Road to UFC 4.6|Nyamjargal Tumendemberel vs. Terrance Saeteurn|Round 1|Terrance Saeteurn|row:1653,UFC - Road to UFC 4.6,Nyamjargal Tumendemberel vs. Terrance Saeteurn,Terrance Saeteurn,fight_not_canonicalized,
ufc_fight_stats,UFC - Road to UFC 4.6|Shi Ming vs. Bruna Brasil|Round 1|Bruna Brasil|row:1649,UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Bruna Brasil,fight_not_canonicalized,
ufc_fight_stats,UFC - Road to UFC 4.6|Shi Ming vs. Bruna Brasil|Round 1|Shi Ming|row:1646,UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Shi Ming,fight_not_canonicalized,
ufc_fight_stats,UFC - Road to UFC 4.6|Shi Ming vs. Bruna Brasil|Round 2|Bruna Brasil|row:1650,UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Bruna Brasil,fight_not_canonicalized,
ufc_fight_stats,UFC - Road to UFC 4.6|Shi Ming vs. Bruna Brasil|Round 2|Shi Ming|row:1647,UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Shi Ming,fight_not_canonicalized,
ufc_fight_stats,UFC - Road to UFC 4.6|Shi Ming vs. Bruna Brasil|Round 3|Bruna Brasil|row:1651,UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Bruna Brasil,fight_not_canonicalized,
ufc_fight_stats,UFC - Road to UFC 4.6|Shi Ming vs. Bruna Brasil|Round 3|Shi Ming|row:1648,UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Shi Ming,fight_not_canonicalized,
ufc_fight_stats,UFC - Ultimate Brazil|Cesar Marscucci vs. Paulo Santos|||row:41286,UFC - Ultimate Brazil,Cesar Marscucci vs. Paulo Santos,,unresolved_or_nonparticipant_fighter_identity,
ufc_fight_stats,UFC - Ultimate Brazil|Cesar Marscucci vs. Paulo Santos|||row:41287,UFC - Ultimate Brazil,Cesar Marscucci vs. Paulo Santos,,unresolved_or_nonparticipant_fighter_identity,
ufc_fight_stats,UFC - Ultimate Japan|Kazushi Sakuraba vs. Marcus Silveira|Round 1|Kazushi Sakuraba|row:41346,UFC - Ultimate Japan,Kazushi Sakuraba vs. Marcus Silveira,Kazushi Sakuraba,duplicate_canonical_fighter_round_key,
ufc_fight_stats,UFC - Ultimate Japan|Kazushi Sakuraba vs. Marcus Silveira|Round 1|Marcus Silveira|row:41347,UFC - Ultimate Japan,Kazushi Sakuraba vs. Marcus Silveira,Marcus Silveira,duplicate_canonical_fighter_round_key,
ufc_fight_stats,UFC - Ultimate Ultimate '95|Joe Charles vs. Scott Bessac|||row:41544,UFC - Ultimate Ultimate '95,Joe Charles vs. Scott Bessac,,unresolved_or_nonparticipant_fighter_identity,
ufc_fight_stats,UFC - Ultimate Ultimate '95|Joe Charles vs. Scott Bessac|||row:41545,UFC - Ultimate Ultimate '95,Joe Charles vs. Scott Bessac,,unresolved_or_nonparticipant_fighter_identity,
ufc_fight_stats,UFC - Ultimate Ultimate '95|Mark Hall vs. Trent Jenkins|||row:41542,UFC - Ultimate Ultimate '95,Mark Hall vs. Trent Jenkins,,unresolved_or_nonparticipant_fighter_identity,
