source_row_number,date,weightclass,fighter,rank,reason,details
21623,2016-09-14,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
21645,2016-09-14,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
21740,2016-09-21,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
21798,2016-09-21,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
21820,2016-09-21,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
21889,2016-09-26,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
21915,2016-09-26,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
21973,2016-09-26,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
21995,2016-09-26,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
22064,2016-10-05,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
22090,2016-10-05,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
22148,2016-10-05,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
22170,2016-10-05,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
22239,2016-10-12,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
22266,2016-10-12,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
22324,2016-10-12,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
22346,2016-10-12,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
22369,2016-10-12,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
22415,2016-11-07,Pound-for-Pound,Cris Cyborg,14,unmatched_exact_canonical_name,canonical_candidate_count=0
22442,2016-11-07,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
22500,2016-11-07,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
22522,2016-11-07,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
22544,2016-11-07,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
22586,2016-11-16,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
22617,2016-11-16,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
22675,2016-11-16,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
22697,2016-11-16,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
22718,2016-11-16,Heavyweight,Tim Johnson,14,unmatched_exact_canonical_name,canonical_candidate_count=0
22761,2016-11-21,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
22792,2016-11-21,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
22850,2016-11-21,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
22873,2016-11-21,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
22936,2016-11-30,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
22967,2016-11-30,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
23025,2016-11-30,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
23048,2016-11-30,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
23111,2016-12-05,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
23142,2016-12-05,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
23200,2016-12-05,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
23223,2016-12-05,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
23289,2016-12-14,Pound-for-Pound,Cris Cyborg,13,unmatched_exact_canonical_name,canonical_candidate_count=0
23317,2016-12-14,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
23375,2016-12-14,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
23400,2016-12-14,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
23419,2016-12-14,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
23491,2016-12-19,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
23550,2016-12-19,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
23575,2016-12-19,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
23594,2016-12-19,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
23666,2017-01-02,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
23725,2017-01-02,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
23750,2017-01-02,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
23768,2017-01-02,Heavyweight,Tim Johnson,14,unmatched_exact_canonical_name,canonical_candidate_count=0
23769,2017-01-02,Heavyweight,Luis Henrique Barbosa,15,unmatched_exact_canonical_name,canonical_candidate_count=0
23841,2017-01-18,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
23900,2017-01-18,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
23925,2017-01-18,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
23944,2017-01-18,Heavyweight,Tim Johnson,14,unmatched_exact_canonical_name,canonical_candidate_count=0
24016,2017-02-01,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
24075,2017-02-01,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
24099,2017-02-01,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
24119,2017-02-01,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
24191,2017-02-08,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
24250,2017-02-08,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
24275,2017-02-08,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
24294,2017-02-08,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
24366,2017-02-13,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
24425,2017-02-13,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
24450,2017-02-13,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
24469,2017-02-13,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
24542,2017-02-21,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
24601,2017-02-21,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
24625,2017-02-21,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
24645,2017-02-21,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
24719,2017-03-06,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
24777,2017-03-06,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
24801,2017-03-06,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
24822,2017-03-06,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
24954,2017-03-15,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
24977,2017-03-15,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
24995,2017-03-15,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
25130,2017-03-22,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
25155,2017-03-22,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
25172,2017-03-22,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
25307,2017-04-12,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
25330,2017-04-12,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
25348,2017-04-12,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
25485,2017-04-19,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
25506,2017-04-19,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
25524,2017-04-19,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
25661,2017-04-26,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
25682,2017-04-26,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
25700,2017-04-26,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
25837,2017-05-17,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
25858,2017-05-17,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
25876,2017-05-17,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
26013,2017-05-31,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
26034,2017-05-31,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
26052,2017-05-31,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
26189,2017-06-07,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
26210,2017-06-07,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
26228,2017-06-07,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
26365,2017-06-14,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
26386,2017-06-14,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
26404,2017-06-14,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
26541,2017-06-21,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
26562,2017-06-21,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
26581,2017-06-21,Heavyweight,Tim Johnson,13,unmatched_exact_canonical_name,canonical_candidate_count=0
26717,2017-06-28,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
26738,2017-06-28,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
26756,2017-06-28,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
26892,2017-07-10,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
26915,2017-07-10,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
26933,2017-07-10,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
27069,2017-07-18,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
27092,2017-07-18,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
27109,2017-07-18,Heavyweight,Tim Johnson,12,unmatched_exact_canonical_name,canonical_candidate_count=0
27245,2017-07-26,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
27268,2017-07-26,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
27334,2017-08-02,Pound-for-Pound,Cris Cyborg,13,unmatched_exact_canonical_name,canonical_candidate_count=0
27423,2017-08-02,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
27446,2017-08-02,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
27499,2017-08-02,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
27512,2017-08-07,Pound-for-Pound,Cris Cyborg,13,unmatched_exact_canonical_name,canonical_candidate_count=0
27599,2017-08-07,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
27622,2017-08-07,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
27643,2017-08-07,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
27676,2017-08-07,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
27689,2017-09-04,Pound-for-Pound,Cris Cyborg,13,unmatched_exact_canonical_name,canonical_candidate_count=0
27776,2017-09-04,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
27799,2017-09-04,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
27819,2017-09-04,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
27852,2017-09-04,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
27865,2017-09-13,Pound-for-Pound,Cris Cyborg,13,unmatched_exact_canonical_name,canonical_candidate_count=0
27953,2017-09-13,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
27976,2017-09-13,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
27997,2017-09-13,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
28030,2017-09-13,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
28041,2017-09-20,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
28130,2017-09-20,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
28153,2017-09-20,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
28173,2017-09-20,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
28206,2017-09-20,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
28217,2017-09-25,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
28306,2017-09-25,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
28329,2017-09-25,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
28349,2017-09-25,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
28382,2017-09-25,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
28393,2017-10-09,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
28413,2017-10-09,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
28482,2017-10-09,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
28505,2017-10-09,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
28525,2017-10-09,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
28558,2017-10-09,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
28569,2017-10-23,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
28589,2017-10-23,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
28658,2017-10-23,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
28681,2017-10-23,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
28701,2017-10-23,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
28734,2017-10-23,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
28745,2017-10-30,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
28834,2017-10-30,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
28857,2017-10-30,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
28877,2017-10-30,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
28910,2017-10-30,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
28921,2017-11-08,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
29011,2017-11-08,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
29033,2017-11-08,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
29053,2017-11-08,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
29086,2017-11-08,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
29096,2017-11-13,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
29187,2017-11-13,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
29209,2017-11-13,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
29229,2017-11-13,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
29262,2017-11-13,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
29272,2017-11-20,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
29363,2017-11-20,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
29385,2017-11-20,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
29405,2017-11-20,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
29438,2017-11-20,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
29448,2017-11-29,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
29538,2017-11-29,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
29561,2017-11-29,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
29581,2017-11-29,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
29614,2017-11-29,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
29624,2017-12-06,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
29714,2017-12-06,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
29737,2017-12-06,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
29757,2017-12-06,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
29783,2017-12-06,Women's Flyweight,Mara Borella,9,unmatched_exact_canonical_name,canonical_candidate_count=0
29806,2017-12-06,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
29816,2017-12-13,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
29906,2017-12-13,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
29929,2017-12-13,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
29949,2017-12-13,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
29974,2017-12-13,Women's Flyweight,Mara Borella,8,unmatched_exact_canonical_name,canonical_candidate_count=0
29998,2017-12-13,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
30008,2017-12-18,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
30098,2017-12-18,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
30121,2017-12-18,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
30141,2017-12-18,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
30167,2017-12-18,Women's Flyweight,Mara Borella,9,unmatched_exact_canonical_name,canonical_candidate_count=0
30190,2017-12-18,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
30199,2018-01-01,Pound-for-Pound,Cris Cyborg,9,unmatched_exact_canonical_name,canonical_candidate_count=0
30289,2018-01-01,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
30313,2018-01-01,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
30333,2018-01-01,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
30359,2018-01-01,Women's Flyweight,Mara Borella,9,unmatched_exact_canonical_name,canonical_candidate_count=0
30383,2018-01-01,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
30392,2018-01-17,Pound-for-Pound,Cris Cyborg,9,unmatched_exact_canonical_name,canonical_candidate_count=0
30414,2018-01-17,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
30482,2018-01-17,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
30526,2018-01-17,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
30552,2018-01-17,Women's Flyweight,Mara Borella,9,unmatched_exact_canonical_name,canonical_candidate_count=0
30575,2018-01-17,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
30584,2018-01-24,Pound-for-Pound,Cris Cyborg,9,unmatched_exact_canonical_name,canonical_candidate_count=0
30674,2018-01-24,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
30718,2018-01-24,Heavyweight,Tim Johnson,15,unmatched_exact_canonical_name,canonical_candidate_count=0
30744,2018-01-24,Women's Flyweight,Mara Borella,9,unmatched_exact_canonical_name,canonical_candidate_count=0
30767,2018-01-24,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
30776,2018-01-29,Pound-for-Pound,Cris Cyborg,9,unmatched_exact_canonical_name,canonical_candidate_count=0
30866,2018-01-29,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
30909,2018-01-29,Heavyweight,Tim Johnson,14,unmatched_exact_canonical_name,canonical_candidate_count=0
30938,2018-01-29,Women's Flyweight,Mara Borella,11,unmatched_exact_canonical_name,canonical_candidate_count=0
30959,2018-01-29,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
30968,2018-02-07,Pound-for-Pound,Cris Cyborg,9,unmatched_exact_canonical_name,canonical_candidate_count=0
31058,2018-02-07,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
31100,2018-02-07,Heavyweight,Tim Johnson,13,unmatched_exact_canonical_name,canonical_candidate_count=0
31132,2018-02-07,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
31151,2018-02-07,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
31160,2018-02-12,Pound-for-Pound,Cris Cyborg,9,unmatched_exact_canonical_name,canonical_candidate_count=0
31249,2018-02-12,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
31292,2018-02-12,Heavyweight,Tim Johnson,13,unmatched_exact_canonical_name,canonical_candidate_count=0
31324,2018-02-12,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
31343,2018-02-12,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
31352,2018-02-21,Pound-for-Pound,Cris Cyborg,9,unmatched_exact_canonical_name,canonical_candidate_count=0
31441,2018-02-21,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
31484,2018-02-21,Heavyweight,Tim Johnson,13,unmatched_exact_canonical_name,canonical_candidate_count=0
31516,2018-02-21,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
31535,2018-02-21,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
31544,2018-02-26,Pound-for-Pound,Cris Cyborg,9,unmatched_exact_canonical_name,canonical_candidate_count=0
31633,2018-02-26,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
31676,2018-02-26,Heavyweight,Tim Johnson,13,unmatched_exact_canonical_name,canonical_candidate_count=0
31708,2018-02-26,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
31727,2018-02-26,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
31736,2018-03-05,Pound-for-Pound,Cris Cyborg,9,unmatched_exact_canonical_name,canonical_candidate_count=0
31825,2018-03-05,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
31902,2018-03-05,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
31922,2018-03-05,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
